Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3)
43474,g24695,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.64,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,right,KCab-m,KCab-m,,,
43475,g24154,"flywireType: Sm27,statusLabel: Roughly traced",GABA,0.9,,,,,,ol_intrinsic,,,,,right,Cm17,Cm17,,,
43476,g43476,"flywireType: CB2075,statusLabel: Roughly traced,supertype: 43476",ACH,0.94,,,,,,cb_intrinsic,,,DM6_dorso_lateral,,left,SMP380,SMP380,,,
43477,g13979,statusLabel: Prelim Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm1,Tm1,,,
43478,g20491,"flywireType: Li12,statusLabel: Roughly traced",GLUT,0.82,,,,,,ol_intrinsic,,,,,right,Li20,Li20,,,
43479,g12463,statusLabel: Prelim Roughly traced,GABA,0.91,,,,,,ol_intrinsic,,,,,left,C3,C3,,,
43480,g15529,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm4,Tm4,,,
43481,g43481,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,visual_projection,,,,,left,LC20a,LC20a,,,
43482,g10921,statusLabel: Roughly traced,ACH,0.95,,,,,,ol_intrinsic,,,,,right,Y3,Y3,,,
43483,g16846,"flywireType: Pm01,statusLabel: Roughly traced",GABA,0.86,,,,,,ol_intrinsic,,,,,right,Pm1,Pm1,,,
43484,g13593,"statusLabel: Roughly traced,supertype: 12783",ACH,0.96,,,,,,visual_projection,,,VPNd2,,right,LC10d,LC10d,,,
43485,g12473,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Mi1,Mi1,,,
43486,g10921,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Y3,Y3,,,
43487,g43487,"statusLabel: Roughly traced,supertype: 16854",GABA,0.6,,,,,,cb_intrinsic,,,SLPav3,,right,CB1838,CB1838,,,
43489,g,"statusLabel: Prelim Roughly traced,supertype: 34627,synonyms: Cachero 2010: aDT-f",GABA,0.88,,,,,,cb_intrinsic,ALPN,,ALv1,,right,M_vPNml67,M_vPNml67,,,
43490,g16488,"flywireType: Y1,statusLabel: Roughly traced",GLUT,0.81,,,,,,ol_intrinsic,,,,,right,Y13,Y13,,,
43491,g18291,"statusLabel: Roughly traced,supertype: 18291",ACH,0.8,,,,,,visual_projection,,,VPNd1,,right,LC29,LC29,,,
43492,g14116,statusLabel: Prelim Roughly traced,GLUT,0.87,,,,,,ol_intrinsic,,,,,left,Dm12,Dm12,,,
43493,g12473,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Mi1,Mi1,,,
43494,g35344,"flywireType: CB3279a,statusLabel: Roughly traced,supertype: 12006",GABA,0.76,,,,,,cb_intrinsic,,,TRdm,,right,PRW020,PRW020,,,
43495,g22131,"flywireType: LC35,statusLabel: Prelim Roughly traced,supertype: 11769",ACH,0.95,,,,,,visual_projection,,,LHl4_posterior,,left,LC35a,LC35a,,,
43496,g41223,"flywireType: CB2297,statusLabel: Roughly traced,supertype: 34198",GLUT,0.78,,,,,,cb_intrinsic,,,SLPp&v1_posterior,,right,SLP334,SLP334,,,
43497,g32297,"statusLabel: Prelim Roughly traced,supertype: 32297",ACH,0.92,,,,,,cb_intrinsic,,,CLp1_or_SLPpm2,,left,SMP427,SMP427,,,
43498,g17897,"flywireType: pDm8,statusLabel: Reviewed",GLUT,0.62,,,,,,ol_intrinsic,,,,,left,Dm8b,Dm8b,,,
43499,g19674,statusLabel: Prelim Roughly traced,ACH,0.92,,,,,,visual_projection,,,,,left,LC13,LC13,,,
43500,g42230,"statusLabel: Roughly traced,supertype: 41729",ACH,0.9,,,,,,cb_intrinsic,,,LHl2_dorsal,,right,LHAD1b3,LHAD1b3,,,
43501,g,"flywireType: CB3504,CB3510,statusLabel: Prelim Roughly traced,supertype: 13804",ACH,0.87,,,,,,cb_intrinsic,,,LHp2,,left,,,,,
43502,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
43503,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
43504,g29949,"statusLabel: Roughly traced,supertype: 15543",GABA,0.73,,,,,,cb_intrinsic,,,WEDa2,,right,LAL048,LAL048,,,
43505,g29881,"flywireType: WED155a,statusLabel: Roughly traced,supertype: 10655",ACH,0.91,,,,,,cb_intrinsic,,,DM5_ventral,,right,WED155,WED155,,,
43506,g11372,"statusLabel: Prelim Roughly traced,supertype: 11372",ACH,0.93,,,,,,visual_projection,,,VPNd3,,left,LC9,LC9,,,
43507,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
43508,g31807,"flywireType: MeTu4a,statusLabel: Prelim Roughly traced",ACH,0.94,,,,,,visual_projection,,,,,left,MeTu4e,MeTu4e,,,
43509,g38070,"statusLabel: Roughly traced,supertype: 34911",GLUT,0.82,,,,,,cb_intrinsic,,,LHl2_ventral,,left,CB3606,CB3606,,,
43510,g13703,statusLabel: Roughly traced,GLUT,0.81,,,,,,ol_intrinsic,,,,,right,Y12,Y12,,,
43512,g43512,"statusLabel: Roughly traced,supertype: 11487",ACH,0.97,,,,,,cb_intrinsic,,,DM4_ventral,,left,CB1030,CB1030,,,
43514,g15043,"flywireType: Tm36,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,TmY21,TmY21,,,
43516,g12473,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Mi1,Mi1,,,
43517,g10921,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,left,Y3,Y3,,,
43518,g11692,statusLabel: Roughly traced,ACH,0.97,,,,,,visual_projection,,,,,right,LC12,LC12,,,
43519,g13421,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm3,Tm3,,,
43520,g15710,statusLabel: Prelim Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY3,TmY3,,,
43521,g13703,statusLabel: Roughly traced,GLUT,0.83,,,,,,ol_intrinsic,,,,,right,Y12,Y12,,,
43522,g12473,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Mi1,Mi1,,,
43523,g12245,statusLabel: Reviewed,ACH,0.92,,,,,,ol_intrinsic,,,,,left,T2a,T2a,,,
43526,g13579,statusLabel: Roughly traced,GABA,0.88,,,,,,ol_intrinsic,,,,,right,Mi4,Mi4,,,
43527,g10465,statusLabel: Roughly traced,GLUT,0.82,,,,,,ol_intrinsic,,,,,right,L1,L1,,,
43528,g22958,statusLabel: Roughly traced,GLUT,0.87,,,,,,ol_intrinsic,,,,,right,Dm9,Dm9,,,
43529,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
43530,g13979,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm1,Tm1,,,
43531,g,"statusLabel: Prelim Roughly traced,supertype: 12898",GABA,0.8,,,,,,cb_intrinsic,,,VPNp&v1_posterior,,left,PVLP113,PVLP113,,,
43532,g43532,"statusLabel: Roughly traced,supertype: 35364",GLUT,0.82,,,,,,cb_intrinsic,,,SLPad1_posterior,,right,SIP034,SIP034,,,
43533,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
43534,g18842,"statusLabel: Roughly traced,supertype: 18842",ACH,0.87,,,,,,visual_projection,,,VPNd3,,right,LC6,LC6,,,
43535,g12701,"flywireType: TmY31,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY17,TmY17,,,
43536,g11766,"flywireType: Tm5f,statusLabel: Prelim Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm5Y,Tm5Y,,,
43538,g13579,statusLabel: Roughly traced,GABA,0.89,,,,,,ol_intrinsic,,,,,right,Mi4,Mi4,,,
