Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3)
110114,g15627,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
110115,g21218,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4b,T4b,,,
110120,g12970,statusLabel: Leaves,,,,,,,,ol_intrinsic,,,,,left,T1,T1,,,
110121,g12473,statusLabel: Prelim Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Mi1,Mi1,,,
110122,g14326,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
110123,g12463,statusLabel: Prelim Roughly traced,GABA,0.82,,,,,,ol_intrinsic,,,,,left,C3,C3,,,
110124,g10694,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L3,L3,,,
110125,g26518,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
110126,g24740,statusLabel: Roughly traced,ACH,0.94,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110127,g13918,statusLabel: Roughly traced,ACH,0.95,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110128,g,statusLabel: Prelim Roughly traced,,,,,,,,cb_endocrine,,,,NCC,right,DNES1,DNES1,,,
110131,g16250,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110132,g49484,"flywireType: Li01,statusLabel: Reviewed",GLUT,0.77,,,,,,ol_intrinsic,,,,,left,Li22,Li22,,,
110133,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110134,g24740,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110136,g26518,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5c,T5c,,,
110138,g13882,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4a,T4a,,,
110140,g110140,"flywireType: AN_AVLP_53,mancBodyid: 27113,statusLabel: Prelim Roughly traced",ACH,0.97,,,,,,ascending_neuron,,BA,10B,,left,AN10B053,AN10B053,,,
110143,g,"flywireType: CB1953,hemibrainType: LHPV6h3,SLP276,instance: LHPV6h3,SLP276,statusLabel: Prelim Roughly traced,supertype: 33190",ACH,0.88,,,,,,cb_intrinsic,,,LHp2,,left,LHPV6h3,"LHPV6h3,SLP276",,,
110144,g10851,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm2,Tm2,,,
110145,g15529,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm4,Tm4,,,
110147,g11062,statusLabel: Reviewed,ACH,0.88,,,,,,ol_intrinsic,,,,,left,L4,L4,,,
110148,g23452,"flywireType: LCe01a,hemibrainType: LC25,LC26,LC24,statusLabel: Roughly traced",GLUT,0.7,,,,,,visual_projection,,,,,right,LoVP2,LoVP2,,,
110150,g23653,"flywireType: Tm32,statusLabel: Roughly traced",GLUT,0.84,,,,,,ol_intrinsic,,,,,right,Tm34,Tm34,,,
110152,g16250,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm9,Tm9,,,
110155,g14326,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5b,T5b,,,
110156,g58012,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,visual_projection,,,,,left,LC27,LC27,,,
110158,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.95,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110160,g16122,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110161,g11062,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,L4,L4,,,
110162,g14999,statusLabel: Roughly traced,ACH,0.95,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110164,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110165,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110166,g,"statusLabel: Prelim Roughly traced,supertype: 19565",ACH,0.94,,,,,,cb_intrinsic,,,DM5_central,,left,CB3098,CB3098,,,
110167,g13882,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4a,T4a,,,
110168,g26518,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
110169,g,statusLabel: Prelim Roughly traced,ACH,0.91,,,,,,cb_sensory,olfactory,,,,right,ORN_V,ORN_V,,,
110171,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110172,g16122,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
110173,g17795,statusLabel: Roughly traced,ACH,0.94,,,,,,ol_intrinsic,,,,,right,Tm20,Tm20,,,
110175,g24740,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110176,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110178,g22003,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T4d,T4d,,,
110179,g13421,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm3,Tm3,,,
110180,g46342,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5a,T5a,,,
110181,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110182,g16122,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110183,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110185,g12369,statusLabel: Prelim Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY20,TmY20,,,
110186,g12463,statusLabel: Reviewed,GABA,0.87,,,,,,ol_intrinsic,,,,,left,C3,C3,,,
110187,g13882,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4a,T4a,,,
110190,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110192,g12463,statusLabel: Reviewed,GABA,0.67,,,,,,ol_intrinsic,,,,,left,C3,C3,,,
110193,g24740,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110194,g78002,"statusLabel: Prelim Roughly traced,supertype: 31171",ACH,0.95,,,,,,cb_intrinsic,,,DM6_ventral,,right,PS267,PS267,,,
110195,g24740,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5d,T5d,,,
110196,g13918,statusLabel: Roughly traced,ACH,0.9,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110197,g16122,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
110198,g,"statusLabel: Prelim Roughly traced,supertype: 25872",,,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,right,CB2845,CB2845,,,
110199,g36706,"statusLabel: Roughly traced,supertype: 21657",ACH,0.97,,,,,,cb_intrinsic,,,SLPal2,,left,LHAD1a2,LHAD1a2,,,
110202,g36718,"instance: SApp09,SApp22,mancBodyid: 19948,mancType: SApp09,SApp22,statusLabel: Prelim Roughly traced",ACH,0.97,,,,,,sensory_ascending,mechanosensory_proprioceptive,campaniform_sensilla,,,right,SApp09,"SApp09,SApp22",,,
110203,g16122,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110204,g12970,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T1,T1,,,
110209,g11766,"flywireType: Tm5f,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm5Y,Tm5Y,,,
110210,g11862,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.78,,,,,,cb_intrinsic,Kenyon_Cell,,MBp4,,left,KCab-s,KCab-s,,,
110211,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110212,g13918,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
110213,g13918,statusLabel: Roughly traced,ACH,0.94,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110214,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110216,g13469,"flywireType: Tm5d,statusLabel: Roughly traced",GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Tm29,Tm29,,,
110217,g13469,"flywireType: Tm5d,statusLabel: Roughly traced",GLUT,0.88,,,,,,ol_intrinsic,,,,,right,Tm29,Tm29,,,
110218,g15627,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110219,g10694,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L3,L3,,,
110220,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110221,g12709,statusLabel: Prelim Roughly traced,GLUT,0.76,,,,,,ol_intrinsic,,,,,left,TmY5a,TmY5a,,,
110222,g17795,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm20,Tm20,,,
110223,g10182,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T2,T2,,,
110224,g15115,"flywireType: Dm3p,statusLabel: Roughly traced",GLUT,0.84,,,,,,ol_intrinsic,,,,,right,Dm3a,Dm3a,,,
110225,g17948,statusLabel: Roughly traced,GLUT,0.83,,,,,,ol_intrinsic,,,,,right,Mi13,Mi13,,,
110226,g16250,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110229,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.83,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
110230,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.93,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110232,g24740,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110234,g16354,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm5a,Tm5a,,,
110236,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110237,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110238,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110239,g10182,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T2,T2,,,
110240,g14326,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
110242,g46342,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5a,T5a,,,
110243,g24740,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110244,g13882,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4a,T4a,,,
110245,g16250,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110246,g15529,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm4,Tm4,,,
110247,g20830,"flywireType: Tm37,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm33,Tm33,,,
110248,g11461,statusLabel: Reviewed,GLUT,0.74,,,,,,ol_intrinsic,,,,,left,Mi9,Mi9,,,
110249,g91673,"mancBodyid: 51588,mancType: SAch02,statusLabel: Prelim Roughly traced",ACH,0.78,,,,,,sensory_ascending,gustatory,leg_bristle,,,right,LgAG1,LgAG1,,,
110251,g15873,"hemibrainType: MC61,MC64,statusLabel: Prelim Roughly traced",ACH,0.83,,,,,,visual_projection,,,,,left,MeTu4d,MeTu4d,,,
110252,g16250,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110253,g91673,"mancBodyid: 151700,mancType: SAch02,statusLabel: Prelim Roughly traced",ACH,0.72,,,,,,sensory_ascending,gustatory,leg_bristle,,,left,LgAG1,LgAG1,,,
110255,g11086,statusLabel: Prelim Roughly traced,GLUT,0.88,,,,,,ol_intrinsic,,,,,left,Dm11,Dm11,,,
110256,g18223,statusLabel: Reviewed,GLUT,0.8,,,,,,ol_intrinsic,,,,,left,Tm5c,Tm5c,,,
110257,g21218,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4b,T4b,,,
110258,g11062,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,L4,L4,,,
110259,g17948,statusLabel: Roughly traced,GLUT,0.83,,,,,,ol_intrinsic,,,,,right,Mi13,Mi13,,,
110260,g15627,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110261,g21321,"flywireType: Sm05,statusLabel: Roughly traced",GABA,0.8,,,,,,ol_intrinsic,,,,,right,Mi16,Mi16,,,
110262,g11139,"flywireType: R1-6,statusLabel: Reviewed",HIST,0.98,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
110263,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
110266,g25391,"flywireType: MTe02,statusLabel: Prelim Roughly traced",ACH,0.89,,,,,,visual_projection,,,,,left,MeVP2,MeVP2,,,
110268,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110269,g34870,"statusLabel: Roughly traced,supertype: 11862",DA,0.72,,,,,,cb_intrinsic,Kenyon_Cell,,MBp1,,right,KCab-p,KCab-p,,,
110271,g15627,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110274,g24695,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.81,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,left,KCab-m,KCab-m,,,
110275,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.86,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
110276,g64298,"flywireType: PFNp,statusLabel: Prelim Roughly traced,supertype: 14631",ACH,0.58,,,,,,cb_intrinsic,CX,,DM3_CX_p,,right,PFNp_b,PFNp_b,,,
110277,g13918,statusLabel: Roughly traced,ACH,0.95,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110278,g16250,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110279,g14326,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
110281,g11461,statusLabel: Reviewed,GLUT,0.71,,,,,,ol_intrinsic,,,,,left,Mi9,Mi9,,,
110282,g14292,"statusLabel: Roughly traced,supertype: 14292",DA,0.74,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,left,KCg-m,KCg-m,,,
110284,g17936,"flywireType: Sm06,statusLabel: Roughly traced",GABA,0.91,,,,,,ol_intrinsic,,,,,right,Cm6,Cm6,,,
110285,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.86,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
110288,g12956,statusLabel: Roughly traced,GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
110289,g26518,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
110290,g21218,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4b,T4b,,,
110291,g66067,"flywireType: CRE094,CB2062,statusLabel: Prelim Roughly traced,supertype: 14283,synonyms: Cachero 2010: pMP-a; Yu 2010: pMP5",ACH,0.93,,,,,,cb_intrinsic,,,DM1_antero_dorsal,,left,CRE094,CRE094,,,
110293,g,"statusLabel: Prelim Roughly traced,supertype: 26265",GLUT,0.58,,,,,,cb_intrinsic,,,LB3,,left,CB1094,CB1094,,,
110296,g16122,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110297,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110299,g46342,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5a,T5a,,,
110300,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110301,g26518,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5c,T5c,,,
110302,g13918,statusLabel: Roughly traced,ACH,0.92,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110307,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.78,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
110308,g21218,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T4b,T4b,,,
110309,g14326,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5b,T5b,,,
110310,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110312,g22003,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110313,g24233,"flywireType: Dm3v,statusLabel: Roughly traced",GLUT,0.84,,,,,,ol_intrinsic,,,,,right,Dm3c,Dm3c,,,
110314,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110318,g14326,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
110319,g13882,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4a,T4a,,,
110320,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.95,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110321,g16250,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110322,g40236,"flywireType: CB1791,CB3118,statusLabel: Roughly traced,supertype: 18681,synonyms: Cachero 2010: pSP-b; Yu 2010: pSP2/3",GLUT,0.83,,,,,,cb_intrinsic,,,SLPpl1,,left,SMP228,SMP228,,,
110323,g34802,"flywireType: FC1A,FC1B,FC1F,instance: FC1B_C3,statusLabel: Roughly traced,supertype: 27502",ACH,0.9,,,,,,cb_intrinsic,CX,,DM4_CX_d1,,right,FC1B,FC1B,,,
110324,g46342,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5a,T5a,,,
110325,g24777,statusLabel: Roughly traced,ACH,0.86,,,,,,visual_projection,,,,,right,LC24,LC24,,,
110326,g14326,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5b,T5b,,,
110327,g46342,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5a,T5a,,,
110328,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.72,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,left,KCab-c,KCab-c,,,
110329,g13918,statusLabel: Roughly traced,ACH,0.89,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110330,g25391,"flywireType: MTe02,statusLabel: Prelim Roughly traced",ACH,0.92,,,,,,visual_projection,,,,,left,MeVP2,MeVP2,,,
110333,g,"instance: Lawf2_fragment,statusLabel: Out of scope",ACH,0.61,,,,,,ol_intrinsic,,,,,left,,,,,
110336,g24740,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5d,T5d,,,
110337,g15627,statusLabel: Roughly traced,ACH,0.51,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110338,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.79,,,,,,cb_intrinsic,Kenyon_Cell,,MBp1,,right,KCab-c,KCab-c,,,
110339,g13918,statusLabel: Reviewed,ACH,0.9,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
110340,g10694,statusLabel: Prelim Roughly traced,ACH,0.92,,,,,,ol_intrinsic,,,,,left,L3,L3,,,
110341,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110342,g19465,statusLabel: Reviewed,GABA,0.79,,,,,,ol_intrinsic,,,,,left,Dm10,Dm10,,,
110344,g15627,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110345,g,"statusLabel: Prelim Roughly traced,supertype: 62665",GLUT,0.78,,,,,,cb_intrinsic,,,DM2_or_DM3_posterior,,right,CB1853,CB1853,,,
110346,g14326,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
110347,g12956,statusLabel: Roughly traced,GLUT,0.78,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
110348,g16122,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110350,g26518,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T5c,T5c,,,
110352,g16250,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm9,Tm9,,,
110353,g,"mancBodyid: 17425,statusLabel: Prelim Roughly traced",ACH,0.96,,,,,,sensory_ascending,mechanosensory_proprioceptive,haltere,,,right,SApp,SApp,,,
110355,g11062,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,L4,L4,,,
110357,g10350,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L2,L2,,,
110358,g13918,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T3,T3,,,
110359,g14999,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
110361,g110361,"statusLabel: Roughly traced,supertype: 39453",GLUT,0.79,,,,,,cb_intrinsic,,,SMPp&v1_posterior,,right,SMP448,SMP448,,,
110362,g17795,statusLabel: Reviewed,ACH,0.95,,,,,,ol_intrinsic,,,,,left,Tm20,Tm20,,,
110363,g24233,"flywireType: Dm3v,statusLabel: Roughly traced",GLUT,0.86,,,,,,ol_intrinsic,,,,,right,Dm3c,Dm3c,,,
110364,g11461,statusLabel: Roughly traced,GLUT,0.72,,,,,,ol_intrinsic,,,,,right,Mi9,Mi9,,,
110365,g26518,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
110366,g,"statusLabel: Prelim Roughly traced,synonyms: fru-M-000179,fru-M-700179",GLUT,0.63,,,,,,cb_intrinsic,,,putative_primary,,left,DN1pA,DN1pA,,,
110369,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
110370,g15627,statusLabel: Roughly traced,ACH,0.51,,,,,,ol_intrinsic,,,,,right,C2,C2,,,
110372,g79739,"statusLabel: Roughly traced,supertype: 25872",,,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,left,CB1824,CB1824,,,
110373,g,"flywireType: CB1865,CB2809,statusLabel: Prelim Roughly traced,supertype: 80320",GLUT,0.85,,,,,,cb_intrinsic,,,SMPp&v1_posterior,,left,SMP453,SMP453,,,
110374,g13421,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm3,Tm3,,,
110375,g14292,"statusLabel: Prelim Roughly traced,supertype: 14292",DA,0.68,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,right,KCg-m,KCg-m,,,
110376,g26518,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
110377,g11766,"flywireType: Tm5f,statusLabel: Prelim Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,left,Tm5Y,Tm5Y,,,
110378,g16122,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4c,T4c,,,
110380,g11862,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.79,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,right,KCab-s,KCab-s,,,
110381,g14999,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,L5,L5,,,
110382,g100513,"flywireType: SA2,instance: SA2_a_cont,statusLabel: Roughly traced,supertype: 29016",GLUT,0.74,,,,,,cb_intrinsic,CX,,LALv1_dorsal,,left,SA2_a,SA2_a,,,
110383,g11139,"flywireType: R1-6,statusLabel: Reviewed",HIST,0.98,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
110384,g21218,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4b,T4b,,,
110386,g22003,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4d,T4d,,,
110387,g12709,statusLabel: Prelim Roughly traced,GLUT,0.81,,,,,,ol_intrinsic,,,,,left,TmY5a,TmY5a,,,
110388,g76057,"instance: TuBu07_SBU,statusLabel: Roughly traced,supertype: 14474",ACH,0.9,,,,,,cb_intrinsic,,,AOTUv3_dorsal,,right,TuBu07,TuBu07,,,
110390,g21218,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T4b,T4b,,,
110392,g11461,statusLabel: Reviewed,GLUT,0.8,,,,,,ol_intrinsic,,,,,left,Mi9,Mi9,,,
110393,g46342,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5a,T5a,,,
110396,g26518,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T5c,T5c,,,
110398,g17795,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm20,Tm20,,,
110399,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
110400,g16354,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm5a,Tm5a,,,
110401,g26518,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
